Family,Genus,Species,Museum_number,Date,Year,Country,Location,Latitude,Longitude,Reference,Holotype,Checked
Vespertilionidae,Kerivoula,lanosa,ENMNH,24-Nov-15,2015,Eswatini,IYSIS Ranch,-26.0633,31.778,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,DM14997,03-Apr-16,2016,South Africa,Fort Fordyce NR,-32.68,26.48,Monadjem et al. 2020,,
Vespertilionidae,Kerivoula,lanosa,,02-Oct-21,2021,Ghana,Ahokwa,6.3027,-2.4879,C. Montauban Unpublished,,Yes
Vespertilionidae,Kerivoula,lanosa,,17-Oct-21,2021,Ghana,Dompem,5.1113,-2.0896,C. Montauban Unpublished,,Yes
Vespertilionidae,Kerivoula,lanosa,,01-Mar-22,2022,Ghana,Ankasa,5.2453,-2.6388,C. Montauban Unpublished,,Yes
Vespertilionidae,Kerivoula,lanosa,MHNFCP,,NA,Angola,Cazengo,-9.38,14.88,Monadjem et al. 2020,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Cameroon,Mukonje,4.5833,9.5,Aellen 1952,,
Vespertilionidae,Kerivoula,lanosa,MHNG,,NA,Cameroon,"à 6 km au NNW de Sangmelima, Foulassi/South Province",2.9833,11.9667,GBIF,,
Vespertilionidae,Kerivoula,lanosa,RMCA5383a,,1914,Democratic Republic of Congo,Funda Biabo,-9.83,25.53,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,lanosa,RMCA12006,,1932,Democratic Republic of Congo,Lukulu,-7.13,28.13,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,lanosa,RMCA15729,,NA,Democratic Republic of Congo,Pawa,2.5333,27.6667,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,lanosa,ZMUM,,2007,Ethiopia,"Gambela, Godare forest",7.283,35.267,Kruskop et al. 2008,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Ethiopia,Walamo,7,38,Largen et al. 1974,,
Vespertilionidae,Kerivoula,lanosa,,,1964,Gabon,Makokou,0.55,12.85,Brosset 1966b,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Ghana,,6.37,-1.12,Grubb et al. 1998,,
Vespertilionidae,Kerivoula,lanosa,,,1958,Guinea,Ziela,7.7167,-8.3667,Aellen 1963,,
Vespertilionidae,Kerivoula,lanosa,,,2022,Guinea,Simandou,8.8152,-8.9667,E. Bakwo Fils Unpublished,,Yes
Vespertilionidae,Kerivoula,lanosa,,,2002,Guinea,Simandou mountains (Pic de Fon),8.5167,-8.9333,Fahr & Ebigbo 2003,,
Vespertilionidae,Kerivoula,lanosa,,,2007,Guinea,Sougeta,10.15,-12.52,Weber & Fahr 2007,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Ivory Coast,Adiopodoume,5.3167,-4.1333,Seamark & Van Cakenberghe 2010,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,"Kaibibich Forest, Cherangani",1.2,35.2833,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Kinangop,-0.7333,36.6667,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Koru,-0.1833,35.2667,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Marsabit,2.3333,37.9833,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Nginyang (near Baringo),0.9667,36.0167,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Ngong,-1.3667,36.65,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Nyeri,-0.4167,36.95,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Kenya,Taveta,-3.4,37.6833,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Liberia,Hilltown,6.3833,-10.3667,Kuhn 1965,,
Vespertilionidae,Kerivoula,lanosa,BMNH22.12.17.87,,NA,Malawi,Thyolo,-16.12,35.08,Ansell & Dowsett 1988,,
Vespertilionidae,Kerivoula,lanosa,MHNG,,2007,Malawi,Mount Mulanje,-15.95,35.65,Curran et al. 2012,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Mozambique,Manica,-18.93,32.88,Smithers & Lobao Tello 1976,,
Vespertilionidae,Kerivoula,lanosa,BMNH1988.223,,NA,Nigeria,Numan,9.4667,12.05,Hill et al. 1988,,
Vespertilionidae,Kerivoula,lanosa,TTU150376,,2015,Nigeria,"Afi Mt WS, site6",6.3161,8.9758,Tanshi et al. 2021,,
Vespertilionidae,Kerivoula,lanosa,,,2015,Nigeria,"Cross River NP, site8",6.3325,8.9714,Tanshi et al. 2021,,
Vespertilionidae,Kerivoula,lanosa,TM41664,,NA,South Africa,Blyde River Canyon NR,-24.58,30.78,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,DM4282,,NA,South Africa,Durban,-29.85,31,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,KM32615,,NA,South Africa,King William's Town,-32.87,27.37,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,NMZB63283,,NA,South Africa,King William's Town,-32.87,27.37,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,KM32618,,NA,South Africa,Knysna,-34.03,23.05,Monadjem et al. 2020,,
Vespertilionidae,Kerivoula,lanosa,SAM ZM12949A,,NA,South Africa,Pirie Mission,-32.82,27.23,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,HZM1.4736,,NA,South Africa,"Port Elisabeth, King's Beach",-33.88,25.25,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,lanosa,BMNH 1907.1.1.538,,1847,South Africa,"Cape Town, 200 mi E",NA,NA,Van Cakenberghe & Seamark 2022,Holotype,
Vespertilionidae,Kerivoula,lanosa,LACM,,NA,Uganda,Ntandi,0.8,30.15,Thorn & Kerbis Peterhans 2009,,
Vespertilionidae,Kerivoula,lanosa,,,NA,Zambia,Ndola,-12.97,28.63,Ansell 1978,,
Vespertilionidae,Kerivoula,lanosa,KM9655,,NA,Zambia,Kasama,-10.22,31.17,Monadjem et al. 2020,,Yes
Vespertilionidae,Kerivoula,phalaena,BMNH 1912.6.20.3,24-Apr-12,1912,Ghana,"Bibianaha, inland from Denkwa",6.37,-2.37,Grubb et al. 1998,Holotype,
Vespertilionidae,Kerivoula,phalaena,USNM,11-Apr-69,1969,Ivory Coast,Adiopodoume,5.3,-4.13,GBIF,,
Vespertilionidae,Kerivoula,phalaena,USNM,10-Jun-02,2002,Gabon,"Shell Oil Field, Rabi Toucan",-1.7931,9.8931,GBIF,,
Vespertilionidae,Kerivoula,phalaena,DM12636,23-Dec-10,2010,Liberia,"Nimba, Yiti River 2",7.4842,-8.5768,Monadjem et al. 2013a,,
Vespertilionidae,Kerivoula,phalaena,DM12613,03-Jan-11,2011,Liberia,"Nimba, Yuelliton-Gangra",7.5596,-8.6311,Monadjem et al. 2013a,,
Vespertilionidae,Kerivoula,phalaena,,02-Oct-21,2021,Ghana,Ahokwa,6.3027,-2.4879,C. Montauban Unpublished,,Yes
Vespertilionidae,Kerivoula,phalaena,,03-Mar-22,2022,Ghana,Ankasa,5.2905,-2.6383,C. Montauban Unpublished,,Yes
Vespertilionidae,Kerivoula,phalaena,,12-Mar-22,2022,Ghana,Dompem,5.0648,-2.0941,C. Montauban Unpublished,,Yes
Vespertilionidae,Kerivoula,phalaena,,,NA,Cameroon,Mukonje,4.5833,9.5,Aellen 1952,,
Vespertilionidae,Kerivoula,phalaena,SMF65005,,1984,Democratic Republic of Congo,Irangi,-1.9,28.45,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,phalaena,AMNH86932,,1930,Democratic Republic of Congo,Lukolela,-1.1667,17.1833,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,phalaena,RMCA92.079-M-0152,,1992,Democratic Republic of Congo,Wafanya,-1.35,20.33,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,phalaena,,,2002,Guinea,Simandou mountains (Pic de Fon),8.5333,-8.9,Fahr & Ebigbo 2003,,
Vespertilionidae,Kerivoula,phalaena,,,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,,
Vespertilionidae,Kerivoula,phalaena,,,2000,Ivory Coast,Tai NP,5.8333,-7.35,Fahr & Kalko 2011,,
Vespertilionidae,Kerivoula,phalaena,,,NA,Liberia,Duotown,5.7667,-8.0667,Kuhn 1965,,
Vespertilionidae,Kerivoula,phalaena,,,NA,Liberia,Freemantown,6.3,-9,Kuhn 1965,,
Vespertilionidae,Kerivoula,phalaena,,,NA,Liberia,Mount Barclay,6.35,-10.65,Kuhn 1965,,
Vespertilionidae,Kerivoula,phalaena,TTU150406,,2015,Nigeria,"Afi Mt WS, site1",6.3064,9.0094,Tanshi et al. 2021,,
Vespertilionidae,Kerivoula,phalaena,TTU150330,,2015,Nigeria,"Cross River NP, site7",6.325,8.9753,Tanshi et al. 2021,,
Vespertilionidae,Kerivoula,phalaena,,,2009,Sierra Leone,"Gola North, Dambala",7.5133,-10.9017,Weber & Fahr 2009,,
Vespertilionidae,Kerivoula,phalaena,,,NA,Uganda,Kayonza,-0.9333,29.7,Thorn & Kerbis Peterhans 2009,,
Vespertilionidae,Kerivoula,phalaena,,,NA,Uganda,Ntandi,0.8,30.15,Thorn & Kerbis Peterhans 2009,,
Vespertilionidae,Kerivoula,smithii,FMNH225928,16-May-14,2014,Kenya,"Kakamega Forest National Reserve, Colubus circuit 1 Trail",0.3561,34.8614,P. Webala Unpublished,,
Vespertilionidae,Kerivoula,smithii,,,NA,Cameroon,Bitye,3.2167,12.3667,Aellen 1952,,
Vespertilionidae,Kerivoula,smithii,,,NA,Cameroon,Bonge,4.467,12.367,Aellen 1952,,
Vespertilionidae,Kerivoula,smithii,,,NA,Cameroon,Mount Cameroon,4.15,9.2333,Aellen 1952,,
Vespertilionidae,Kerivoula,smithii,AMNH 49306,,1913,Democratic Republic of Congo,Akenge,2.9,26.8167,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,UNIKIS,,2015,Democratic Republic of Congo,Aketi,2.833,23.933,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,RMCA 1425,,1912,Democratic Republic of Congo,Avakubi,1.3,27.5833,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,RMCA12530,,1934,Democratic Republic of Congo,Bambesa,3.3833,25.7833,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,RMCA23172,,1955,Democratic Republic of Congo,Bukavu,-2.5,28.867,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,BMNH,,NA,Democratic Republic of Congo,Kalehe,-2.05,28.917,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,AMNH 49016,,1914,Democratic Republic of Congo,Medje,2.4167,27.3,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,RMCA 1422,,1912,Democratic Republic of Congo,Stanleyville (=Kisangani),0.517,25.2,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,NMW,,NA,Democratic Republic of Congo,Ukaika,0.75,28.75,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,RMCA,,1991,Democratic Republic of Congo,Wafanya,-1.35,20.33,Van Cakenberghe et al. 2017,,
Vespertilionidae,Kerivoula,smithii,,,NA,Kenya,"Bura, Garissa",-1.1,39.95,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,smithii,,,NA,Kenya,Fort Warwick,1.3,36.7667,Aggundey & Schlitter 1984,,
Vespertilionidae,Kerivoula,smithii,BMNH 1880.7.21.9,,1880,Nigeria,Calabar,4.95,8.3167,Happold 1987,Holotype,
Vespertilionidae,Kerivoula,smithii,,,2015,Nigeria,"Cross River NP, site7",6.325,8.9753,Tanshi et al. 2021,,
Vespertilionidae,Kerivoula,smithii,,,NA,Uganda,Mwela,1.2667,31,Thorn & Kerbis Peterhans 2009,,
Vespertilionidae,Laephotis,angolensis,NMZB9111,14-Feb-59,1959,Zambia,Kabompo Boma,-13.58,24.2,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,USNM00425349,24-May-67,1967,Botswana,"Shakawe, 70km SW",-18.55,21.03,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,angolensis,NMZB63201,14-Jan-74,1974,Zimbabwe,Sengwa Wildlife Research Area,-18.17,28.22,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,USNM00518678,12-Jul-75,1975,Botswana,Xugana,-19.08,23.1,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,NMZB58131,20-Apr-81,1981,Zimbabwe,"Bem Tree Ranch, Kwekwe",-18.92,30.83,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,TM34964,28-Oct-81,1981,Zimbabwe,Sengwa Wildlife Research Area,-18.17,28.22,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,NMZB59310,13-Dec-81,1981,Botswana,"Kurunxaraga, Okavango",-19.67,22.83,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,SMM10678,16-Nov-83,1983,Namibia,"Dose Pan, Kavango",-18.13,20.88,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,SMM13611,15-Apr-90,1990,Namibia,San Michelle,-17.88,23.38,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,TM44544,22-May-90,1990,Malawi,"Likabula Mission, Mulanje",-15.95,35.48,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,NMZB29992,25-Apr-92,1992,Zimbabwe,"Matobo Hills, Lumane Valley",-20.58,28.83,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,NMZB33067,11-Jun-98,1998,Zambia,"Ndanda School, Mongu, 70km NE",-14.75,23.75,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,NMP97599,22-May-09,2009,Zambia,Sioma Bush Camp,-16.75,23.417,Benda et al. 2022,,
Vespertilionidae,Laephotis,angolensis,DM14836,08-May-15,2015,Mozambique,"Gorongosa NP, Bella Vista",-18.6942,34.2084,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,angolensis,DM14435,19-Mar-16,2016,Angola,Samboana,-12.304,18.6229,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,DM15068,31-Oct-16,2016,Angola,"Road F1, 180 km SSW Luena",-13.0986,18.8704,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,angolensis,EOWL ACG0132,06-Jul-21,2021,Mozambique,"Chimanimani NP, Nhahomba",-19.6041,33.0753,Mamba et al. Submitted,,Yes
Vespertilionidae,Laephotis,angolensis,,24-Nov-21,2021,Zambia,Zambezi area,-13.5305,23.1567,C. Montauban Unpublished,,Yes
Vespertilionidae,Laephotis,angolensis,,27-Nov-21,2021,Zambia,Chitokoloki near river,-13.8253,23.2115,C. Montauban Unpublished,,Yes
Vespertilionidae,Laephotis,angolensis,,29-Nov-21,2021,Zambia,Chitokoloki,-13.9026,23.228,C. Montauban Unpublished,,Yes
Vespertilionidae,Laephotis,angolensis,,20-Dec-21,2021,Zambia,Mayukwayukwa,-14.5337,24.2433,C. Montauban Unpublished,,Yes
Vespertilionidae,Laephotis,angolensis,AMNH87244,,NA,Angola,"Dande (=Dando), 35 km E",-11.17,17.17,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,FMNH 84120,,NA,Angola,Huila,-15.13,13.63,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,MHNC 32-4-816,,1932,Angola,Tshiumbe (=Tyihumbwe) R,-11.03,20.07,Kearney & Seamark 2005,Holotype,
Vespertilionidae,Laephotis,angolensis,DM15068,,2016,Angola,Cuanavale Source Lake,-13.0986,18.8704,Taylor et al. 2022,,
Vespertilionidae,Laephotis,angolensis,DM16062,,2016,Angola,Hundo Pan,-14.9726,21.6281,Taylor et al. 2022,,
Vespertilionidae,Laephotis,angolensis,DM16058,,2016,Angola,Luaginga River,-13.709,21.2614,Taylor et al. 2022,,
Vespertilionidae,Laephotis,angolensis,DM16120,,2016,Angola,Luvu River,-13.7117,21.8351,Taylor et al. 2022,,
Vespertilionidae,Laephotis,angolensis,ECJS-6/2009,,NA,Botswana,"Chitabe, Okavango",-19.43,23.42,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,ECJS-159/2009,,NA,Botswana,"Kwetsani Island, Okavango",-19.25,22.54,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,BMNH57.438,,NA,Democratic Republic of Congo,"Lubumbashi, 68km E",-11.12,28.13,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,RMCA26.402,,NA,Democratic Republic of Congo,"Lubumbashi, 68km E",-11.12,28.13,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,SMF16869,,NA,Democratic Republic of Congo,"Lubumbashi, 68km E",-11.12,28.13,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,BMNH1957.437,,1955,Democratic Republic of Congo,Mumene,-11.07,28.13,Van Cakenberghe et al. 2017,,
Vespertilionidae,Laephotis,angolensis,BMNH1957.435,,1955,Democratic Republic of Congo,"Musonge (= Lubumbashi, 69km E)",-11.467,27.867,Van Cakenberghe et al. 2017,,
Vespertilionidae,Laephotis,angolensis,DCDH 2992,,1984,Malawi,"Namadzi, Kapalasa Farm",-15.52,35.18,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,DCDH 2937,,1984,Malawi,Nkhotakota GR,-13.07,33.93,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,DCDH 2855,,1984,Malawi,Thondwe,-15.45,35.25,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,DCDH 2673,,1984,Malawi,Viphya Plateau,-12.38,33.7,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,DCDH 3012,,1984,Malawi,Zomba Plateau,-15.33,35.32,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,TM48307,,NA,Malawi,Mount Mulanje foothills,-16.1,35.62,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,MHNG1971.010,,NA,Malawi,"Ruo Gorge, Mulanje",-15.97,35.65,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,MHNG1971.009,,NA,Mozambique,Mount Mabu,-16.31,36.42,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,SMM10661,,NA,Namibia,Grootfontein,-19.42,19.73,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,SMM14539,,NA,Namibia,"Mudum NP, Caprivi",-18.13,23.42,Pierce et al. 2011,,
Vespertilionidae,Laephotis,angolensis,,,NA,Tanzania,Ugano Plantation,-11.1,34.9167,Kearney et al. 2005,,
Vespertilionidae,Laephotis,angolensis,HZM1.2533,,NA,Zambia,Ndola,-12.97,28.63,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,BMNH55.1134,,NA,Zambia,Solwezi,-12.18,26.42,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,angolensis,FMNH152728,,NA,Zimbabwe,Hwange NP,-18.75,26.75,Kearney & Seamark 2005,,
Vespertilionidae,Laephotis,capensis,SAM ZM13545B,08-Jul-14,1914,South Africa,Mfongosi,-28.63,30.88,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,SAM ZM17074,12-Jul-22,1922,South Africa,"Upington, near",-28.38,21.13,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2074,13-Dec-22,1922,South Africa,"Upington, near",-28.38,21.13,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2148,08-Jan-24,1924,Namibia,"Outjo, W of",-20.13,15.88,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,DM40,11-Dec-25,1925,Namibia,Sandfontein,-22.32,20,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2117,16-Dec-25,1925,Namibia,Gobabis,-22.45,19.87,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM32638,30-Apr-27,1927,South Africa,Flagstaff,-30.9,29.53,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2164,09-Feb-29,1929,Namibia,Muckwe,-18.12,21.62,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2168,15-May-29,1929,Namibia,"Rundu, S of",-18.6,19.7,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2084,18-Oct-30,1930,South Africa,"Van Rhynsdorp, NE of",-31.13,18.18,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2019,22-Mar-32,1932,South Africa,Albany District,-33.32,26.37,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2086,27-Nov-36,1936,South Africa,Namaqualand,-30.25,18.43,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2090,17-Nov-37,1937,South Africa,"Clanwilliam, NE of",-32.07,19.08,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2093,19-Jan-38,1938,South Africa,Lambert's Bay,-32.12,18.45,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,SAM ZM37046,19-Jan-38,1938,South Africa,Lambert's Bay,-32.12,18.45,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM2192,20-Aug-38,1938,Zambia,Balovale (= Zambezi),-13.55,23.12,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM20188,01-Oct-38,1938,South Africa,"Bedford, SE",-32.88,26.24,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM8936,20-Jan-45,1945,South Africa,Stockenstrom,-32.5,26.7,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM11100,24-Dec-45,1945,South Africa,Richmond,-31.03,23.77,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM13280,22-Jan-47,1947,South Africa,King William's Town,-32.87,27.37,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,KM12724,19-Oct-47,1947,South Africa,Calvinia,-31.54,20.49,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB3281,22-Apr-51,1951,Zimbabwe,Nyamandhlovu,-19.75,28.25,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,USNM00295193,26-Aug-52,1952,Namibia,Gam,-20.3,20.58,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,NMZB58895,16-Aug-58,1958,Zimbabwe,Inwesi Ranch Syringa,-20.25,28,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB10376,12-Jun-59,1959,Zambia,Chilanga,-15.55,28.27,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB9826,20-Nov-59,1959,Zimbabwe,"Bulawayo, Lakeside",-20.13,28.58,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB10371,25-Dec-59,1959,Zambia,Kabompo Boma,-13.58,24.2,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,DM90,03-Aug-60,1960,South Africa,Nqutu,-28.22,30.67,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB12744,08-Sep-60,1960,Zimbabwe,"Hwange NP, Main Camp",-18.73,26.95,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB58871,29-Dec-60,1960,Zimbabwe,Ngamo Gwaai Reserve,-19,27.5,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,USNM00322919,11-Jan-61,1961,Botswana,"Fort Rictfontein, 33km SSE",-22,21.25,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,NMZB58886,23-Feb-61,1961,Zimbabwe,"Harare, Atlantica Research Station",-17.75,31,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB64086,25-Feb-61,1961,Botswana,Tsane,-24.12,21.87,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,USNM00368610,25-Feb-61,1961,Zimbabwe,Harare,-17.83,31.07,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,NMZB58897,01-Jun-61,1961,Zimbabwe,Hope Fountain Mission,-20.62,28.62,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,USNM00322933,20-Nov-61,1961,Botswana,Tsane. Camp 8,-24.12,21.87,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,NMZB58847,22-Nov-61,1961,Zimbabwe,"Harare, Haig Park",-17.83,31.07,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,FMNH95219,06-Dec-61,1961,Zambia,Sihole,-15.32,22.57,Ansell 1967,,
Vespertilionidae,Laephotis,capensis,NMZB58896,17-Dec-61,1961,Zimbabwe,"Bulawayo, Heany",-20,28.75,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,NMZB58880,01-Apr-62,1962,Zimbabwe,Lake McIlwaine,-17.9,30.78,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,DM87,17-May-62,1962,South Africa,"Modderfontein, Malmesbury",-33.33,18.5,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,USNM00342624,26-Aug-63,1963,South Africa,"Ellisras, 8km NE",-23.63,27.82,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00342627,12-Nov-63,1963,South Africa,"Springbok, 14km W",-29.67,17.28,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00342605,02-Jan-64,1964,South Africa,"Modderfontein, 3km N",-30.98,23.8,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00344283,03-Jan-64,1964,South Africa,Pirie Mission,-32.82,27.23,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,NMZB64121,07-Jan-64,1964,Botswana,"Tamafupi, 33km N",-19.25,26,Monadjem et al. 2020,,Yes
Vespertilionidae,Laephotis,capensis,USNM00342589,24-Jan-64,1964,South Africa,"Brakfontein, 18km N",-33.12,23.45,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00342603,28-Jan-64,1964,South Africa,"De Hoop, 24km NNE",-34.38,20.38,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00344275,15-Feb-64,1964,South Africa,"Graaff Reinet, 40km N",-31.78,24.82,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00344281,19-Feb-64,1964,South Africa,"Grahamstown, 17km SSW",-33.38,26.2,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00344273,14-Mar-64,1964,South Africa,"Knoffelfontein, 22km S",-29.9,24.9,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,USNM00344288,19-Mar-64,1964,South Africa,"Bloemfontein, 21km N",-28.93,26.33,Monadjem et al. 2020,,
Vespertilionidae,Laephotis,capensis,NMZB80200,18-Jul-64,1964,Botswana,Nunga,-18.75,23.5,Monadjem et al. 2020,,Yes
